"X" "untreated1" "untreated2" "untreated3" "untreated4" "treated1" "treated2" "treated3"
"476" "FBgn0002905" 794 1220 434 503 1181 564 537
"477" "FBgn0002906" 657 1181 335 403 868 345 364
"478" "FBgn0002909" 0 0 0 0 0 0 0
"479" "FBgn0002914" 2561 4173 1316 1565 3444 1547 1646
"480" "FBgn0002917" 82 86 44 46 95 67 46
"481" "FBgn0002921" 14456 22779 8985 9893 21777 11921 12697
"482" "FBgn0002922" 5 43 21 19 18 8 11
"483" "FBgn0002924" 4933 8161 3138 3731 6995 4144 4523
"484" "FBgn0002926" 139 156 74 53 178 90 77
"485" "FBgn0002930" 4 6 0 1 2 5 3
"486" "FBgn0002931" 100 189 60 58 149 50 58
"487" "FBgn0002932" 818 1129 419 490 1084 497 525
"488" "FBgn0002933" 0 0 0 0 0 0 0
"489" "FBgn0002936" 3 6 3 6 5 3 3
"490" "FBgn0002937" 1 0 0 0 1 0 0
"491" "FBgn0002938" 1 1 0 1 0 2 0
"492" "FBgn0002939" 8 22 6 6 6 4 3
"493" "FBgn0002940" 1 2 2 1 3 1 1
"494" "FBgn0002941" 0 2 0 3 0 1 1
"495" "FBgn0002945" 47 144 64 49 66 24 26
"496" "FBgn0002948" 329 473 186 201 473 260 232
"497" "FBgn0002962" 9 20 10 8 20 10 9
"498" "FBgn0002968" 4246 7111 2521 2817 5567 2700 3040
"499" "FBgn0002973" 176 358 136 137 301 130 140
"500" "FBgn0002985" 4 17 0 0 0 1 4
"501" "FBgn0002989" 447 596 226 240 475 266 286
"502" "FBgn0003002" 3 0 0 1 1 1 0
"503" "FBgn0003008" 170 293 71 109 261 106 118
"504" "FBgn0003009" 0 1 0 2 1 0 1
"505" "FBgn0003011" 13 19 2 7 22 4 7
"506" "FBgn0003013" 11413 20386 9416 8061 15940 9808 9432
"507" "FBgn0003015" 27 53 17 25 74 18 19
"508" "FBgn0003016" 262 574 205 211 523 227 257
"509" "FBgn0003022" 1450 2145 851 1003 2038 1119 1271
"510" "FBgn0003023" 11 29 14 23 29 11 19
"511" "FBgn0003028" 2 9 1 10 13 4 5
"512" "FBgn0003031" 29214 74087 29558 33758 56839 28203 31312
"513" "FBgn0003034" 0 1 0 0 0 0 0
"514" "FBgn0003041" 1814 2339 897 1049 3195 1438 1513
"515" "FBgn0003042" 242 335 154 132 321 121 176
"516" "FBgn0003044" 1981 3337 1237 1267 2547 1491 1531
"517" "FBgn0003046" 4 9 3 6 5 2 3
"518" "FBgn0003048" 4820 7586 3443 3009 7657 4081 3947
"519" "FBgn0003053" 46 160 83 74 260 126 148
"520" "FBgn0003057" 0 1 0 0 0 0 0
"521" "FBgn0003060" 0 0 0 0 0 0 0
"522" "FBgn0003062" 2594 3033 1803 1971 2512 2380 2279
"523" "FBgn0003065" 0 1 1 1 0 1 1
"524" "FBgn0003067" 699 2378 1044 1114 1631 944 988
"525" "FBgn0003068" 173 268 142 150 222 139 165
"526" "FBgn0003071" 1296 2356 1091 1163 1899 1073 1343
"527" "FBgn0003074" 2027 2914 1160 1342 3888 2283 2323
"528" "FBgn0003076" 1316 2127 730 930 2909 1478 1721
"529" "FBgn0003079" 779 1164 409 513 1225 519 570
"530" "FBgn0003082" 757 803 434 520 877 572 580
"531" "FBgn0003086" 0 0 0 0 0 0 0
"532" "FBgn0003087" 147 179 36 33 276 59 49
"533" "FBgn0003089" 4 18 13 9 15 5 7
"534" "FBgn0003090" 4 10 3 8 4 2 9
"535" "FBgn0003091" 2 13 4 2 3 1 3
"536" "FBgn0003093" 1424 3053 1185 1311 2025 1089 1249
"537" "FBgn0003114" 1 0 1 1 1 1 0
"538" "FBgn0003116" 171 240 98 105 284 104 110
"539" "FBgn0003117" 7837 9804 4378 4575 6826 4121 4255
"540" "FBgn0003118" 6193 13295 4722 4654 11037 5304 5459
"541" "FBgn0003124" 2568 3967 1347 1525 4351 1879 2018
"542" "FBgn0003129" 0 0 1 2 1 1 1
"543" "FBgn0003130" 1 1 0 0 2 0 0
"544" "FBgn0003132" 0 2 0 0 2 0 1
"545" "FBgn0003134" 1293 2528 798 956 1958 920 1001
"546" "FBgn0003137" 3742 5787 2269 2312 9542 5123 4983
"547" "FBgn0003138" 2350 4015 1617 1732 3180 1775 2079
"548" "FBgn0003139" 791 1018 372 507 1084 553 602
"549" "FBgn0003140" 0 0 0 0 0 0 0
"550" "FBgn0003141" 449 859 182 276 648 250 285
"551" "FBgn0003145" 1 0 0 0 0 0 1
"552" "FBgn0003149" 9 9 9 5 19 12 12
"553" "FBgn0003159" 685 1682 526 509 1422 607 640
"554" "FBgn0003162" 57 151 52 62 176 73 75
"555" "FBgn0003165" 3429 9340 3780 3448 8440 4303 4394
"556" "FBgn0003169" 1828 2820 1020 1096 2229 1024 1095
"557" "FBgn0003174" 3 6 1 0 7 2 4
"558" "FBgn0003175" 2037 4058 1587 1520 2696 1576 1680
"559" "FBgn0003177" 3354 6535 2743 2379 6353 3275 3562
"560" "FBgn0003178" 7016 8522 4225 4885 8758 5255 5707
"561" "FBgn0003187" 11 11 6 5 23 10 17
"562" "FBgn0003189" 5454 6315 3073 3255 5429 3421 3294
"563" "FBgn0003200" 492 739 329 346 789 425 422
"564" "FBgn0003204" 1423 1845 928 1032 1513 923 969
"565" "FBgn0003205" 2996 4128 1510 1737 3777 1716 1908
"566" "FBgn0003206" 958 1439 435 563 1467 546 599
"567" "FBgn0003209" 1070 1627 648 733 1693 810 873
"568" "FBgn0003210" 1609 2539 942 1029 2633 1151 1250
"569" "FBgn0003218" 922 1236 583 613 1171 641 620
"570" "FBgn0003227" 231 350 154 164 424 189 221
"571" "FBgn0003231" 3239 6318 2019 2320 4768 1998 2344
"572" "FBgn0003248" 1 1 2 0 1 2 2
"573" "FBgn0003249" 0 1 0 0 1 0 2
"574" "FBgn0003250" 1 2 0 0 2 1 0
"575" "FBgn0003254" 3 9 0 2 8 1 1
"576" "FBgn0003255" 11 19 12 14 28 10 26
"577" "FBgn0003257" 773 1049 427 470 1076 646 599
"578" "FBgn0003261" 15469 29492 11373 12470 22116 11138 11684
"579" "FBgn0003267" 2 13 1 2 9 7 1
"580" "FBgn0003268" 3044 3950 1452 1619 4065 1908 1844
"581" "FBgn0003270" 0 1 0 0 0 0 0
"582" "FBgn0003274" 31662 37748 15468 21484 45586 20639 20438
"583" "FBgn0003275" 758 1123 363 535 1025 505 555
"584" "FBgn0003276" 2861 3248 1332 1671 3680 1779 1744
"585" "FBgn0003277" 11664 18924 7678 7882 15404 8824 8876
"586" "FBgn0003278" 840 1270 408 469 1171 450 482
"587" "FBgn0003279" 67223 99910 48480 60554 66285 51494 54039
"588" "FBgn0003285" 11 17 13 13 25 20 16
"589" "FBgn0003292" 4 4 2 1 4 3 0
"590" "FBgn0003295" 1 2 4 0 1 0 0
"591" "FBgn0003300" 1 7 0 3 0 0 0
"592" "FBgn0003301" 1151 1638 942 830 1393 983 1050
"593" "FBgn0003302" 72 181 70 58 99 59 58
"594" "FBgn0003308" 362 385 184 210 255 167 184
"595" "FBgn0003310" 1384 1880 939 879 1901 988 1151
"596" "FBgn0003312" 1 5 2 0 1 2 2
"597" "FBgn0003313" 0 0 0 0 0 0 0
"598" "FBgn0003317" 1373 1906 703 885 2790 1258 1308
"599" "FBgn0003319" 12 14 9 7 26 11 5
"600" "FBgn0003321" 1515 2607 926 960 2060 893 980
"601" "FBgn0003326" 3 3 3 4 8 2 3
"602" "FBgn0003328" 1089 1471 599 652 1145 497 602
"603" "FBgn0003330" 688 1030 387 517 838 566 602
"604" "FBgn0003334" 1679 2842 1158 1155 2237 1089 1232
"605" "FBgn0003339" 0 0 0 0 0 0 0
"606" "FBgn0003345" 2600 5154 1587 1699 4254 1807 1873
"607" "FBgn0003346" 1657 2255 795 984 2217 975 1185
"608" "FBgn0003353" 134 228 76 68 246 101 105
"609" "FBgn0003356" 0 0 0 0 0 0 0
"610" "FBgn0003357" 0 0 0 0 0 0 1
"611" "FBgn0003358" 0 1 0 1 0 3 0
"612" "FBgn0003360" 9518 13588 3744 4790 1282 608 618
"613" "FBgn0003366" 22 50 15 23 7 7 8
"614" "FBgn0003371" 2873 5310 2162 2005 4485 2012 2146
"615" "FBgn0003372" 1 2 5 3 6 1 0
"616" "FBgn0003373" 1 1 2 0 0 0 0
"617" "FBgn0003374" 0 1 0 0 0 0 0
"618" "FBgn0003375" 0 0 0 0 0 0 0
"619" "FBgn0003377" 1 1 1 0 1 1 0
"620" "FBgn0003378" 1 2 0 0 0 1 1
"621" "FBgn0003380" 1 3 0 1 5 0 1
"622" "FBgn0003382" 0 5 1 1 4 2 3
"623" "FBgn0003383" 3 7 5 1 5 6 6
"624" "FBgn0003386" 11 25 11 10 25 10 8
"625" "FBgn0003388" 5 13 6 5 14 2 8
"626" "FBgn0003390" 45 85 28 36 107 70 63
"627" "FBgn0003391" 1292 1613 659 713 1290 737 769
"628" "FBgn0003392" 3446 4667 1857 2076 4348 1872 1986
"629" "FBgn0003396" 3790 8517 3040 2666 5665 2552 2580
"630" "FBgn0003401" 226 372 120 174 411 202 221
"631" "FBgn0003410" 983 1610 574 572 1596 625 640
"632" "FBgn0003411" 0 1 0 1 0 1 2
"633" "FBgn0003415" 2349 4420 1778 1512 3618 1705 1656
"634" "FBgn0003416" 1545 1806 799 793 2092 897 934
"635" "FBgn0003423" 737 959 348 380 923 420 456
"636" "FBgn0003425" 4242 6543 3158 3072 5711 3355 3266
"637" "FBgn0003429" 0 3 2 1 3 0 0
"638" "FBgn0003430" 0 1 1 0 0 0 0
"639" "FBgn0003435" 124 285 112 103 252 118 102
"640" "FBgn0003444" 534 1034 310 354 1123 378 375
"641" "FBgn0003447" 12 33 9 16 102 46 56
"642" "FBgn0003448" 0 1 0 0 0 1 1
"643" "FBgn0003449" 544 1037 293 386 970 368 429
"644" "FBgn0003450" 5 6 0 2 5 2 0
"645" "FBgn0003459" 745 1414 444 460 1173 460 525
"646" "FBgn0003460" 1 2 0 2 2 0 0
"647" "FBgn0003462" 1955 2455 1011 1384 2243 1326 1419
"648" "FBgn0003463" 1223 2420 1003 1101 1920 1007 1179
"649" "FBgn0003464" 4489 5894 3067 3229 5460 3467 3792
"650" "FBgn0003475" 2626 4554 2173 1945 4244 2374 2669
"651" "FBgn0003479" 490 699 286 354 708 359 427
"652" "FBgn0003480" 63 108 30 49 108 40 43
"653" "FBgn0003482" 47 67 18 20 78 25 28
"654" "FBgn0003483" 875 1134 431 464 1217 543 537
"655" "FBgn0003486" 0 2 0 0 2 0 0
"656" "FBgn0003495" 5340 10089 2562 3007 9359 3283 3759
"657" "FBgn0003499" 21 60 29 27 56 30 28
"658" "FBgn0003501" 94 230 85 80 792 414 388
"659" "FBgn0003502" 956 1734 642 722 2591 1182 1272
"660" "FBgn0003507" 6816 11390 4358 4466 6724 4012 3959
"661" "FBgn0003510" 114 155 50 59 129 74 94
"662" "FBgn0003511" 350 674 228 276 448 271 335
"663" "FBgn0003512" 1041 1647 684 844 1290 830 851
"664" "FBgn0003513" 1 0 1 2 1 1 3
"665" "FBgn0003514" 5243 6727 2586 3218 7093 3467 3915
"666" "FBgn0003515" 6 3 3 3 9 3 2
"667" "FBgn0003517" 96729 137257 59692 80293 107475 80366 82768
"668" "FBgn0003520" 2022 4440 1457 1380 3878 1563 1663
"669" "FBgn0003525" 1643 3576 1036 1140 1724 757 833
"670" "FBgn0003527" 45 50 25 24 43 18 20
"671" "FBgn0003545" 898 1114 374 450 1053 443 484
"672" "FBgn0003557" 3179 5189 2062 2095 3779 1775 1867
"673" "FBgn0003567" 1156 1798 582 637 1465 663 701
"674" "FBgn0003575" 968 1921 724 755 1276 639 672
"675" "FBgn0003598" 1032 1539 597 675 1362 737 749
"676" "FBgn0003600" 3898 5323 2032 2557 4953 2698 3013
"677" "FBgn0003607" 2492 4997 1513 1780 4311 1661 1861
"678" "FBgn0003612" 2113 3290 1186 1318 2737 1330 1426
"679" "FBgn0003638" 1103 2156 855 861 1481 795 844
"680" "FBgn0003651" 1 1 0 1 0 0 0
"681" "FBgn0003654" 538 870 460 528 593 419 436
"682" "FBgn0003655" 214 270 116 131 187 110 117
"683" "FBgn0003656" 1454 2563 1040 1100 2344 1210 1412
"684" "FBgn0003659" 307 580 95 96 824 132 105
"685" "FBgn0003660" 3129 5382 1706 2300 4021 1925 2348
"686" "FBgn0003676" 5349 6403 2737 3488 7385 3929 4365
"687" "FBgn0003683" 1 0 0 0 0 0 0
"688" "FBgn0003687" 384 591 205 259 519 258 307
"689" "FBgn0003701" 800 1161 417 439 1177 424 427
"690" "FBgn0003710" 8 16 6 3 9 3 7
"691" "FBgn0003714" 288 556 149 173 472 237 253
"692" "FBgn0003715" 0 0 0 0 0 0 0
"693" "FBgn0003716" 724 1036 412 526 1073 485 502
"694" "FBgn0003717" 5285 7476 2719 2730 7074 3169 3098
"695" "FBgn0003719" 1 1 2 0 1 2 1
"696" "FBgn0003720" 0 1 1 1 2 0 1
"697" "FBgn0003721" 4934 8120 2387 2517 7699 2364 2564
"698" "FBgn0003731" 100 262 107 122 182 108 124
"699" "FBgn0003732" 6977 10342 3533 3806 11782 4899 4900
"700" "FBgn0003733" 15 18 6 3 16 3 4
"701" "FBgn0003741" 131 264 74 110 237 108 128
"702" "FBgn0003742" 421 646 265 312 575 305 322
"703" "FBgn0003744" 1009 1726 580 697 1199 626 672
"704" "FBgn0003747" 8 23 14 4 17 14 8
"705" "FBgn0003748" 924 1380 452 522 2650 1199 1253
"706" "FBgn0003749" 4 12 2 2 5 3 3
"707" "FBgn0003751" 28 38 8 18 49 18 18
"708" "FBgn0003861" 0 0 0 0 0 1 0
"709" "FBgn0003862" 4185 9026 3161 2703 5971 2253 2276
"710" "FBgn0003863" 0 0 0 0 0 0 1
"711" "FBgn0003865" 0 4 1 2 2 0 1
"712" "FBgn0003866" 2632 5360 1605 1672 4139 1624 1688
"713" "FBgn0003867" 2 5 1 0 10 1 4
"714" "FBgn0003870" 1651 3245 1122 1156 2216 1063 1044
"715" "FBgn0003882" 1174 1857 610 724 1547 700 788
"716" "FBgn0003884" 47500 44703 22547 27132 62704 41346 45618
"717" "FBgn0003885" 2534 3307 1340 1523 3349 2017 1973
"718" "FBgn0003886" 462 399 211 244 646 438 543
"719" "FBgn0003887" 26444 31821 14018 16444 33713 24210 26965
"720" "FBgn0003888" 7266 9074 3973 4480 10406 6760 7594
"721" "FBgn0003889" 1 6 1 3 11 2 6
"722" "FBgn0003890" 2459 2437 1358 1425 1578 1149 1263
"723" "FBgn0003891" 15454 29134 10299 9803 20102 7972 8161
"724" "FBgn0003892" 920 1697 640 611 1204 606 592
"725" "FBgn0003896" 0 0 0 0 1 1 0
"726" "FBgn0003900" 0 1 0 0 0 0 0
"727" "FBgn0003916" 0 0 0 0 0 0 0
"728" "FBgn0003920" 0 0 0 0 0 0 0
"729" "FBgn0003922" 0 0 1 1 0 1 8
"730" "FBgn0003923" 0 0 0 3 0 0 0
"731" "FBgn0003926" 4 11 9 10 14 9 5
"732" "FBgn0003930" 1 36 1 1 52 0 2
"733" "FBgn0003931" 0 0 1 0 4 0 0
"734" "FBgn0003933" 0 0 1 0 0 0 0
"735" "FBgn0003934" 0 0 0 0 1 0 0
"736" "FBgn0003935" 1 11 0 0 7 0 0
"737" "FBgn0003936" 0 0 0 0 0 0 0
"738" "FBgn0003938" 0 8 2 0 19 0 0
"739" "FBgn0003941" 25030 46367 12763 19429 33940 16312 19179
"740" "FBgn0003942" 22796 43386 11679 19339 33763 15116 17861
"741" "FBgn0003943" 1814 3069 6520 7101 3023 7404 9878
"742" "FBgn0003944" 1 1 0 0 0 0 0
"743" "FBgn0003950" 289 415 183 188 316 167 178
"744" "FBgn0003961" 4 4 2 4 7 3 5
"745" "FBgn0003963" 2938 6076 2241 2363 5329 2889 2887
"746" "FBgn0003964" 1455 2348 1005 1118 1936 1060 1136
"747" "FBgn0003965" 0 0 0 1 0 0 0
"748" "FBgn0003969" 2828 3443 1288 1484 3790 1603 1645
"749" "FBgn0003970" 0 3 0 1 7 3 1
"750" "FBgn0003975" 5 8 1 2 9 3 4
"751" "FBgn0003977" 2013 2910 1407 1420 2476 1558 1625
"752" "FBgn0003978" 627 897 380 410 679 459 436
"753" "FBgn0003979" 1 0 0 4 2 1 0
"754" "FBgn0003980" 1 0 0 0 1 1 0
"755" "FBgn0003983" 3 2 1 1 2 1 3
"756" "FBgn0003984" 56 97 37 35 71 38 24
"757" "FBgn0003986" 0 3 1 1 2 1 0
"758" "FBgn0003996" 45 96 34 69 166 79 90
"759" "FBgn0003997" 47 359 112 99 215 54 82
"760" "FBgn0004003" 3 4 0 1 3 0 2
"761" "FBgn0004009" 0 3 0 2 3 0 2
"762" "FBgn0004028" 9 6 4 7 16 5 8
"763" "FBgn0004034" 190 460 111 182 638 204 230
"764" "FBgn0004045" 3 7 0 1 1 1 2
"765" "FBgn0004047" 32 78 40 42 54 42 41
"766" "FBgn0004049" 1115 2134 695 634 1729 628 763
"767" "FBgn0004050" 647 1441 564 581 1227 641 724
"768" "FBgn0004052" 3 7 2 1 6 5 0
"769" "FBgn0004053" 0 1 0 0 0 0 0
"770" "FBgn0004054" 0 0 0 0 0 0 0
"771" "FBgn0004055" 1690 2420 823 976 2315 952 1066
"772" "FBgn0004057" 1269 1324 706 807 1034 716 850
"773" "FBgn0004066" 1985 4259 1776 2265 5056 2535 2815
"774" "FBgn0004087" 276 371 131 210 413 161 206
"775" "FBgn0004101" 389 667 268 271 557 343 300
"776" "FBgn0004102" 1 2 1 0 5 1 0
"777" "FBgn0004103" 6189 10340 2953 3646 7845 3596 3737
"778" "FBgn0004106" 677 841 285 327 1029 339 334
"779" "FBgn0004107" 284 448 112 142 382 180 184
"780" "FBgn0004108" 567 698 345 418 1210 725 796
"781" "FBgn0004110" 6 3 2 6 15 5 4
"782" "FBgn0004117" 1 5 0 2 2 1 0
"783" "FBgn0004118" 38 41 14 18 45 18 20
"784" "FBgn0004132" 652 1246 361 472 986 466 572
"785" "FBgn0004133" 1439 2354 861 951 1584 785 982
"786" "FBgn0004143" 0 0 0 0 0 0 0
"787" "FBgn0004145" 21238 34667 9472 10778 32125 12170 12739
"788" "FBgn0004167" 50056 93054 35895 33133 72930 37361 33419
"789" "FBgn0004168" 0 0 0 3 3 1 1
"790" "FBgn0004169" 15 37 22 16 45 25 29
"791" "FBgn0004170" 0 0 0 0 0 0 0
"792" "FBgn0004171" 1 1 0 1 2 1 0
"793" "FBgn0004172" 0 0 0 0 0 0 0
"794" "FBgn0004173" 0 0 0 0 0 0 0
"795" "FBgn0004174" 0 0 0 0 0 0 0
"796" "FBgn0004175" 0 0 0 0 0 0 0
"797" "FBgn0004177" 5505 10219 3333 3639 9109 3542 4205
"798" "FBgn0004179" 1446 2198 691 858 2211 806 839
"799" "FBgn0004181" 0 0 0 0 0 0 0
"800" "FBgn0004183" 0 1 0 0 5 1 2
"801" "FBgn0004185" 0 0 0 0 0 0 0
"802" "FBgn0004186" 0 0 0 0 0 0 0
"803" "FBgn0004187" 0 0 1 0 1 0 0
"804" "FBgn0004188" 0 0 15 21 0 8 19
"805" "FBgn0004189" 0 0 0 0 0 0 0
"806" "FBgn0004190" 0 0 0 1 2 1 0
"807" "FBgn0004191" 1 21 1 0 38 0 0
"808" "FBgn0004192" 0 0 0 0 1 0 0
"809" "FBgn0004197" 1645 2236 1029 1113 1546 880 890
"810" "FBgn0004198" 3323 9433 3541 3276 5814 2827 2945
"811" "FBgn0004227" 1329 1983 780 837 1644 796 868
"812" "FBgn0004228" 1 2 2 1 2 0 0
"813" "FBgn0004237" 5320 8122 3813 3634 6625 3905 4488
"814" "FBgn0004240" 2 1 0 2 1 0 0
"815" "FBgn0004242" 0 2 3 0 4 1 4
"816" "FBgn0004244" 0 0 1 0 0 0 1
"817" "FBgn0004359" 47 140 51 55 170 87 82
"818" "FBgn0004360" 3 22 7 3 9 5 6
"819" "FBgn0004362" 4093 6807 1856 2120 6450 2614 2658
"820" "FBgn0004363" 8113 9632 3531 4796 9933 5177 5487
"821" "FBgn0004364" 55 120 63 59 158 78 98
"822" "FBgn0004366" 0 1 0 0 2 0 0
"823" "FBgn0004367" 801 992 425 475 1125 593 625
"824" "FBgn0004368" 2250 2841 1201 1267 2872 1693 1850
"825" "FBgn0004369" 1033 1873 738 738 1049 420 474
"826" "FBgn0004370" 2064 3550 1535 1465 3252 1632 1687
"827" "FBgn0004372" 0 0 0 0 2 0 1
"828" "FBgn0004373" 3908 6501 2478 2313 6113 2751 2771
"829" "FBgn0004374" 1086 1347 645 757 1265 741 782
"830" "FBgn0004377" 7 6 1 7 5 1 5
"831" "FBgn0004378" 2211 3312 1233 1370 3145 1436 1571
"832" "FBgn0004379" 772 1243 430 503 1234 573 600
"833" "FBgn0004380" 811 1203 495 592 1090 533 612
"834" "FBgn0004381" 566 859 312 388 824 381 455
"835" "FBgn0004387" 2796 4071 1677 1703 2917 1517 1600
"836" "FBgn0004389" 1 0 0 0 0 0 0
"837" "FBgn0004390" 2833 4373 1733 1638 4544 2291 2582
"838" "FBgn0004391" 1643 2226 1000 1090 2069 1259 1324
"839" "FBgn0004394" 0 3 1 0 1 1 1
"840" "FBgn0004395" 875 1529 555 560 1300 490 562
"841" "FBgn0004396" 1489 3861 1160 990 6878 2343 2595
"842" "FBgn0004397" 3605 5650 2548 2446 4316 2424 2466
"843" "FBgn0004399" 3429 6435 2732 2471 5168 2695 2642
"844" "FBgn0004400" 282 443 131 148 727 169 195
"845" "FBgn0004401" 6778 11953 5199 5177 10992 5954 6434
"846" "FBgn0004403" 14460 20218 9729 14194 17548 11532 13438
"847" "FBgn0004404" 4758 6900 2827 3907 5429 3294 3214
"848" "FBgn0004406" 760 1066 487 518 1035 607 681
"849" "FBgn0004407" 0 0 0 0 0 0 0
"850" "FBgn0004413" 38636 66344 27680 40187 43668 33412 34638
"851" "FBgn0004414" 0 1 0 1 0 0 1
"852" "FBgn0004419" 1800 2802 806 925 3153 948 981
"853" "FBgn0004425" 1 0 0 1 1 0 0
"854" "FBgn0004426" 0 0 0 0 0 0 0
"855" "FBgn0004427" 0 0 0 0 0 0 0
"856" "FBgn0004428" 0 0 0 0 1 1 0
"857" "FBgn0004429" 0 0 0 0 0 0 0
"858" "FBgn0004430" 0 0 0 0 0 0 0
"859" "FBgn0004431" 6 10 4 4 7 7 10
"860" "FBgn0004432" 9138 11377 4304 6089 13441 6470 7156
"861" "FBgn0004435" 1209 1637 528 518 2409 630 654
"862" "FBgn0004436" 2009 4278 936 1046 3283 862 970
"863" "FBgn0004449" 2598 4496 1877 1744 3462 1859 1753
"864" "FBgn0004456" 5475 6947 2576 2796 5418 2509 2659
"865" "FBgn0004462" 485 849 317 347 681 298 378
"866" "FBgn0004463" 874 1034 416 495 1101 523 559
"867" "FBgn0004465" 872 933 458 518 909 602 634
"868" "FBgn0004507" 1123 2674 909 1075 3469 2038 2251
"869" "FBgn0004509" 1580 2491 1095 1133 2094 1179 1303
"870" "FBgn0004510" 627 1126 391 453 871 480 499
"871" "FBgn0004511" 10 24 10 10 21 13 15
"872" "FBgn0004512" 402 748 311 388 875 450 518
"873" "FBgn0004513" 1 3 1 2 3 1 1
"874" "FBgn0004514" 4 4 2 0 4 0 4
"875" "FBgn0004516" 0 3 1 2 1 1 2
"876" "FBgn0004551" 10978 14355 5540 6051 11338 5952 6171
"877" "FBgn0004552" 4 5 3 1 7 3 4
"878" "FBgn0004554" 0 0 0 1 0 0 0
"879" "FBgn0004556" 404 787 253 256 610 232 257
"880" "FBgn0004567" 0 0 2 1 1 0 1
"881" "FBgn0004569" 319 612 197 196 494 185 211
"882" "FBgn0004572" 0 0 0 0 0 0 0
"883" "FBgn0004573" 2 8 1 0 4 5 3
"884" "FBgn0004574" 4356 4931 2323 2727 3939 2619 2869
"885" "FBgn0004575" 0 4 0 0 0 0 1
"886" "FBgn0004577" 3 3 1 2 4 2 3
"887" "FBgn0004579" 1 4 0 0 1 0 2
"888" "FBgn0004580" 4 5 0 2 4 3 2
"889" "FBgn0004581" 20 33 8 7 13 13 18
"890" "FBgn0004583" 3521 6382 2000 1917 5284 2331 2411
"891" "FBgn0004584" 1522 3262 1049 1262 3530 1629 1748
"892" "FBgn0004587" 4519 6548 2903 3321 5635 3736 3647
"893" "FBgn0004588" 0 0 1 0 0 0 0
"894" "FBgn0004589" 0 0 0 0 0 0 0
"895" "FBgn0004590" 0 0 0 0 0 0 0
"896" "FBgn0004591" 0 0 0 0 0 0 0
"897" "FBgn0004592" 0 0 0 0 0 0 0
"898" "FBgn0004593" 0 0 0 0 0 0 0
"899" "FBgn0004594" 0 0 0 0 0 0 0
"900" "FBgn0004595" 25 68 36 25 75 54 60
"901" "FBgn0004597" 277 317 143 163 505 213 269
"902" "FBgn0004598" 4415 6190 2661 2820 5057 2946 2946
"903" "FBgn0004603" 2069 3482 1051 1183 3162 1427 1352
"904" "FBgn0004606" 13081 26963 12056 10534 15757 9841 10481
"905" "FBgn0004607" 15 25 7 9 14 9 6
"906" "FBgn0004611" 393 749 316 299 760 292 324
"907" "FBgn0004618" 2 0 0 1 6 1 1
"908" "FBgn0004619" 2 2 2 1 0 1 0
"909" "FBgn0004620" 0 1 0 0 0 0 0
"910" "FBgn0004622" 0 1 0 2 1 0 0
"911" "FBgn0004623" 2 2 1 2 6 3 6
"912" "FBgn0004624" 1193 1576 446 459 2014 462 446
"913" "FBgn0004625" 1258 2454 929 896 2341 952 1023
"914" "FBgn0004629" 997 2236 763 1168 2265 943 1158
"915" "FBgn0004635" 847 1321 586 476 1066 414 498
"916" "FBgn0004636" 5619 11275 3382 3734 10379 4268 4558
"917" "FBgn0004638" 1862 2959 800 845 3318 875 892
"918" "FBgn0004643" 1361 1760 825 966 1950 1134 1279
"919" "FBgn0004644" 4 11 5 5 5 2 4
"920" "FBgn0004646" 25 85 25 37 111 50 48
"921" "FBgn0004647" 5185 8011 3620 3788 6647 3725 3757
"922" "FBgn0004648" 1629 2341 802 849 2252 986 1013
"923" "FBgn0004649" 1 4 0 0 1 4 1
"924" "FBgn0004650" 168 341 102 120 159 68 91
"925" "FBgn0004652" 1923 4402 1916 1676 2230 1160 1243
"926" "FBgn0004654" 2450 3018 1462 1698 2499 1780 1960
"927" "FBgn0004655" 2239 3816 1535 1480 2752 1683 1506
"928" "FBgn0004656" 6659 15851 7210 6178 12362 6304 6271
"929" "FBgn0004657" 8836 12267 4769 4959 9960 4949 5281
"930" "FBgn0004666" 0 1 0 0 0 1 0
"931" "FBgn0004687" 3018 4883 1677 1962 4074 1553 1670
"932" "FBgn0004698" 2935 4863 1688 1876 5155 1951 2131
"933" "FBgn0004777" 0 0 0 0 0 0 0
"934" "FBgn0004778" 0 0 0 0 0 0 0
"935" "FBgn0004779" 0 0 0 0 0 0 0
"936" "FBgn0004780" 0 0 0 0 0 0 0
"937" "FBgn0004781" 0 0 0 0 0 0 0
"938" "FBgn0004782" 0 0 0 0 0 0 0
"939" "FBgn0004783" 0 0 0 0 0 0 0
"940" "FBgn0004784" 0 0 0 0 2 0 0
"941" "FBgn0004795" 2 6 3 1 3 5 3
"942" "FBgn0004797" 249 418 142 142 324 97 84
"943" "FBgn0004811" 841 1365 461 565 1149 550 631
"944" "FBgn0004828" 7176 11228 4506 5752 10320 5735 6652
"945" "FBgn0004832" 300 435 172 201 383 228 229
"946" "FBgn0004834" 1487 3040 1020 959 3011 1213 1149
"947" "FBgn0004837" 466 695 231 266 599 234 251
"948" "FBgn0004838" 9229 20403 7632 7238 15749 7296 7743
"949" "FBgn0004839" 7 37 5 10 5 1 8
"950" "FBgn0004841" 0 0 0 0 0 0 1
"951" "FBgn0004842" 0 0 0 0 1 0 0
"952" "FBgn0004852" 158 206 104 103 179 104 91
